mal_id,image_url,title,synopsis,is_franchise,year,score,source_LN,source_Manga,source_Original,source_Other,source_VN,genre_Action,genre_Adventure,genre_Comedy,genre_Drama,genre_Fantasy,genre_Gourmet,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sports,genre_Supernatural,genre_Suspense,demo_Shounen,demo_Seinen,demo_Shoujo,demo_Josei,demo_Kids,season_spring,season_summer,season_winter,studio_rep_quality,producer_rep_quality,studio_rep_hype,studio_experience,episodes_log
59267,https://myanimelist.net/images/anime/1364/151767.webp,Sanda,"In a future where children are few and regarded as Japan's most valuable assets, Christmas has become a mere legend of the past. For the students of Daikoku Welfare Academy—a boarding school where they are educated, protected, and monitored—the mythical Santa Claus is a forgotten character of fiction. For the adults, Santa Claus is a very real menace that needs to be neutralized by the Saint Nick Pursuit Unit in case he makes an appearance.

Shiori Fuyumura, a student of Daikoku Welfare Academy, is determined to find her best friend, Ichie Ono, who has been declared dead after being missing for six months. One morning, Fuyumura summons her fellow class representative, Kazushige Sanda, only to attack the unknowing boy. She is convinced that Sanda is the descendant of the infamous Santa Claus—the only person who can make her wish of finding Ono come true—and is determined to force out his dormant true self by any means necessary.

[Written by MAL Rewrite]",0,2025,7.45,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.312,7.194679654645087,12.576794468494072,5.0,2.5649493574615367
56854,https://myanimelist.net/images/anime/1721/151097.webp,Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,"In a ritual, the Goddess bestows upon 10-year-old children a ""class"" that shapes their entire future. As the son of the legendary Sword Princess Fara and Archmage Leon—two of the highest-ranked individuals in their respective classes—Arel seemed destined for greatness. Unfortunately, he is branded as classless and thus unable to naturally inherit any kind of specific skill.

However, Arel soon discovers that he can replicate the abilities of any class he desires—though doing so demands significantly more effort than it does for the naturally gifted. Eager to test his unprecedented skills even more by finding stronger opponents, Arel sets out to defy the limits imposed upon him and prove that perseverance can surpass even divinely appointed talent.

[Written by MAL Rewrite]",0,2025,6.26,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.172,6.869114013532763,11.229377501966553,10.0,2.5649493574615367
59517,https://myanimelist.net/images/anime/1015/151233.webp,Chitose-kun wa Ramune Bin no Naka,"Saku Chitose appears to lead an enviable high school life. Extraordinarily charismatic, tremendously confident, and effortlessly friendly, he is the kind of person others naturally look up to. But his popularity carries its own burdens; not everyone views him kindly, and whispers of cynicism follow wherever he shines too brightly. To Saku, living an ugly life is worse than death—a belief that drives his need to maintain his perfect reputation.

At the start of his second year, Saku's homeroom teacher asks him to help bring back a classmate who has stopped attending school. Initially hoping to resolve the matter quickly, Saku finds out that the shut-in Kenta Yamazaki harbors open contempt for him and everything he represents. A simple favor instead exposes the distance between those who live within the social light and those who were never given a chance to shine.

Surrounded by the expectant gazes of those who both admire and despise him, Saku treads the delicate line between sincerity and performance—searching for what it truly means to live beautifully in a world that sees only the surface.

[Written by MAL Rewrite]",0,2025,7.44,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.233,7.129705220694891,12.499104507306168,10.0,2.6390573296152584
60619,https://myanimelist.net/images/anime/1651/152063.webp,Nageki no Bourei wa Intai shitai Part 2,"Despite being one of Zebrudia's few level 8 treasure hunters and the leader of the capital's top party, Grieving Souls, Krai Andrey does not deserve his prominent reputation. Everything he says somehow turns prophetic, which convinces everyone around him that he possesses unfathomable wisdom regardless of his utter incompetence. Krai knows his success is only a series of coincidences, but the weight of those expectations grows heavier as time goes by. Unfortunately, as the other members of the Grieving Souls continue to shock the world with their achievements, Krai's wish for a peaceful retirement drifts ever further out of reach.

[Written by MAL Rewrite]",1,2025,7.51,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.886842105263158,7.131202711640213,12.03963614524213,19.0,2.4849066497880004
61917,https://myanimelist.net/images/anime/1294/151734.webp,Towa no Yuugure,"In an era trembling on the edge of an AI revolution, Towasa Oumagi stands out as a prodigy. Her adopted brother, Akira Himegami, is one of the few who understands the heart behind her code and stands unwaveringly by her side against the prejudice she often faces as an AI pioneer. During a shareholders meeting meant to unveil a breakthrough that could reshape humanity, chaos erupts when a shooter guns down Towasa and Akira in rejection of their ideals.

With the attack being his last memory, Akira opens his eyes, only to realize centuries have passed. He finds himself in a deserted laboratory among a city in ruins, with no idea what became of Towasa or the world. A father and daughter find him and take him into their modest home, where he is shocked to discover that civilization has regressed.

His peaceful days are shattered when he is captured by OWEL, a global organization that now governs the world and controls access to knowledge from the old era. When his captors decide to execute him, a mysterious figure appears and lays waste to the entire squadron with her terrifying inhuman abilities. After rescuing him, she introduces herself as Yuugure—an android—and asks Akira to marry her. If things were not already unbelievable, Yuugure's face is a perfect reflection of Towasa's.

[Written by MAL Rewrite]",1,2025,6.56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.227777777777778,7.076538167558575,12.072096074463351,18.0,2.5649493574615367
60168,https://myanimelist.net/images/anime/1191/152368.webp,"Watashi wo Tabetai, Hitodenashi","After an accident sent her family to their deaths in the ocean, Hinako Yaotose keeps returning to the thought of sinking forever into the sea herself. With Miko Yashiro as her only friend, Hinako manages to keep up a semi-happy facade, but whenever Miko leaves her side, she slips into despair. Everything changes one summer when she meets a mysterious girl with eyes as deep and clear as the sea, drawing Hinako in like nothing else has in a long time.

During her absent-minded search for the girl, Hinako is suddenly pulled underwater by a beastly deep-sea creature, only to awaken to the presence of the girl—Shiori Oumi—who takes on a monstrous form and kills Hinako's attacker. Despite this heroic act, Shiori's intentions are no different from any other monster's: she wants to eat Hinako.

The following morning, Shiori walks into Hinako's class as a transfer student, and Hinako cannot help but smile—at last, someone who could fulfill her quiet wish for death has appeared before her.

[Written by MAL Rewrite]",0,2025,7.46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.175000000000001,6.9773504711629375,11.163070072087157,2.0,2.6390573296152584
60564,https://myanimelist.net/images/anime/1011/152084.webp,Ranma ½ (2024) 2nd Season,"Things have been lively ever since Ranma Saotome took up residence in the Tendou household. He still turns into a girl whenever doused with cold water, but that has not stopped his unrelenting martial arts training and meeting countless new individuals. Moreover, Ranma and his fiancée, Akane Tendou, have grown closer despite their rocky start and constant quarreling.

However, some people are not pleased with Ranma and Akane's engagement. A Chinese girl, Shampoo, is set on marrying Ranma, while he is also targeted by other men infatuated with Akane, who resort to anything to defeat him. Nevertheless, Ranma is determined to take on any challenger while navigating through his chaotic life with Akane.

[Written by MAL Rewrite]",1,2025,7.74,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.589032258064516,7.241355023310024,13.391253646021843,31.0,2.5649493574615367
61174,https://myanimelist.net/images/anime/1289/151136.webp,Sozai Saishuka no Isekai Ryokouki,"Living in constant monotone, Takeru Kamishiro longs for a change in his life. His wish is seemingly granted when a god reincarnates him in Madeus, a world trapped in a cycle of collapse. Hoping that Takeru's presence might finally save the world, the god grants him invaluable gifts: a new body with potent magic, a bottomless bag, and a skill that allows him to locate and appraise materials and treasures.

Thrust into a new adventure, Takeru begins his new life exploring freely and collecting valuables to sell. However, as he journeys alongside a newly hatched dragon, his quiet actions start to send ripples across the world—subtly changing its future toward the unseen.

[Written by MAL Rewrite]",0,2025,6.12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.742575757575757,6.8263247396623195,11.343342547302305,10.0,2.5649493574615367
61276,https://myanimelist.net/images/anime/1732/153360.webp,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezasu","""This party doesn't need an incompetent magician who can only use supportive magic. You're fired, Alec Ygret.""

Suddenly, Alec, a court magician who had joined the crown prince's party to help him conquer dungeons—was banished from the party. And not just the party, but the crown prince's harassment has banished him from the royal palace as well, and a friend from the ""magic academy"" approached Alec, who was at his wit's end.

""Hey, Alec. Do you want to try to conquer the dungeon with us again?""

And so, together with the friends he used to party with, Alec begins his second journey in life. This is the adventure story of a former court magician who had been abandoned.

Four years ago, the ""Lasting Period,"" a party of four that had been called ""legendary,"" has gradually spread its name around the world.

(Source: Kodansha, translated)",0,2025,6.33,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.438,7.078950855607341,11.591070989514016,5.0,2.5649493574615367
60531,https://myanimelist.net/images/anime/1257/152233.webp,Bukiyou na Senpai.,"Azusa Kannawa, ace of the publicity department, is known for her unmatched reliability. Her coworkers, on the other hand, find her no-nonsense demeanor intimidating. Yet, unbeknownst to them, a socially awkward woman hides underneath the facade, simply struggling with casual communication and masking it with a strong attitude. However, her mask begins to crack when a promising rookie, Yuu Kamegawa, joins the team and Azusa gets assigned as his mentor.

Determined to guide Kamegawa just like how her senior once trained her, Kannawa puts utmost effort into showing him the ropes. But as they grow closer, she slowly lowers her guard, gradually revealing that the seemingly rigid department ace might actually be far kinder than anyone initially thought.

[Written by MAL Rewrite]",0,2025,7.05,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.07,6.981615534159525,11.689469251437915,3.0,2.5649493574615367
60162,https://myanimelist.net/images/anime/1264/152012.webp,Akujiki Reijou to Kyouketsu Koushaku,"Melphiera Marchalrayd, the daughter of a count, dedicates her time to researching the culinary possibilities of monster meat—a peculiar endeavor started by her late mother. By teaching the people of the Marchalrayd lands to prepare such exotic ingredients, Melphiera hopes to help stave off famine. Unfortunately, her unique tastes and intimate knowledge of monsters have led to her social isolation: few nobles interact with her willingly, disdainfully calling her the ""Voracious Villainess.""

When a monster attack erupts at a royal banquet—where Melphiera has been sent to find a husband—Aristide Rogier du Galbraith, the younger brother of the crown prince, leaps to her aid. Due to his terrifying skill in slaying monsters, Aristide has earned the title of ""Blood-Man Duke."" Charmed by Melphiera's fearlessness and intriguing culinary prowess, Aristide  soon declares his intent to propose.

Together, Melphiera and Aristide, high society's most eccentric couple, strive to see beyond the cruel rumors and encourage each other's fascination with monsters and the art of preparing them.

[Written by MAL Rewrite]",0,2025,7.12,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.359999999999999,7.007105899280224,11.345960391496964,12.0,2.5649493574615367
60254,https://myanimelist.net/images/anime/1388/152332.webp,Yano-kun no Futsuu no Hibi,"For as long as he can remember, the klutzy Tsuyoshi Yano has been prone to injury. Constantly showing up to school with fresh scrapes and bruises, he has long become accustomed to the pain and to the sight of his face covered in bandages. However, Yano's days begin to change for the better when he is transferred to a new class and meets Kiyoko Yoshida, the class president known for her reliability and kindheartedness.

Through Yoshida's efforts to learn more about him, Yano starts to experience the kind of high school life he has always wished for—one filled with laughter and camaraderie. Between casual conversations and countless small accidents, the two gradually grow closer, and their relationship may bloom into something more than just friendship.

[Written by MAL Rewrite]",0,2025,7.31,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.407272727272727,7.011736485861775,12.494308428292467,11.0,2.5649493574615367
61930,https://myanimelist.net/images/anime/1120/152280.webp,Uma Musume: Cinderella Gray Part 2,"Ever since horse girl Oguri Cap left the small town of Kasamatsu to chase greater heights in Tokyo, she has rapidly gained attention with her remarkable results. Her goal to become the best horse girl in Japan seems within reach, but there is a rival in her way—another running prodigy named Tamamo Cross.

However, Tamamo is not the only threat to Oguri: several world-class racers from overseas are joining the Japan Cup, pushing the renowned race's competition to unprecedented levels. With the support from the people close to her and her intense desire to win, Oguri will do anything to conquer the Japan Cup and continue sprinting for the top.

[Written by MAL Rewrite]",1,2025,8.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.631428571428572,7.0554963636363635,11.681072029582877,7.0,2.3978952727983707
57888,https://myanimelist.net/images/anime/1811/151799.webp,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","After a long time of absence, Tenbahl's hero, Rovel Vankreift, finally returns home from the Spirit Realm—alive—but forever changed. Ten years ago, after being grievously wounded due to a massive battle against a horde of monsters, he was saved by Origin, the Queen of Spirits. Through her intervention, Rovel was healed by becoming half-spirit, and soon after, the two were wed. From their union, Ellen was born, a brilliant child who inherited her mother's ethereal power and her father's enduring humanity.

In truth, Ellen's genius stems from memories of a past life in Japan, where she once lived as a devoted chemist. Using her extensive understanding of the periodic table and all elemental permutations, she commands the very building blocks of matter itself, turning anything into everything she desires. Unfortunately, this means that any revelation of her existence could easily draw the attention of those who may want to exploit her and undoubtedly upend the fragile balance between the human and spirit realms.

As Rovel resumes his duties as a noble, Ellen gradually becomes exposed to the dangers that lie ahead. With her growing powers attracting admiration and malice alike, the young reincarnator must learn what it truly means to be the child of two worlds and potentially be the catalyst toward uniting both.

[Written by MAL Rewrite]",0,2025,6.64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154098360655738,7.041442592999696,12.44203531901974,61.0,2.5649493574615367
61159,https://myanimelist.net/images/anime/1455/152139.webp,Toujima Tanzaburou wa Kamen Rider ni Naritai,"Tanzaburou Toujima has spent his entire life chasing a dream: to become Kamen Rider. Now, at 40, reality has nearly caught up with him, and he's on the verge of letting go of his childhood fantasy.

That is, until he gets caught up in a crime wave led by the ""Fake Shocker"" gang—turning his long-time dream into something far more dangerous.

What starts as a pretend hero's journey quickly becomes something real. The ultimate Kamen Rider fantasy is about to begin!

(Source: MAL News)",0,2025,7.81,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.716875000000001,7.095497260048321,11.928943582570328,48.0,3.2188758248682006
60427,https://myanimelist.net/images/anime/1257/152352.webp,Gnosia,"Saddled with amnesia, Yuuri awakens on an interstellar cruiser drifting through space. Unfortunately, a lack of memories is the least of Yuuri's problems. Among the four other crew members is a Gnosia: a Gnos infectee whose goal is the eradication of humanity. The Gnosia appears human in all other respects, so the uninfected have little choice but to vote on whom they suspect to be the enemy, hoping to neutralize the Gnosia by putting them into cold sleep. If the Gnosia survives the vote, they will eliminate one crew member during the cruiser's following warp, when only the Gnosia remains conscious.

Voting quickly proves to be an unreliable strategy, and Yuuri is left one-on-one with the Gnosia. Just when all hope seems lost, time seemingly loops back to when Yuuri first awakened. With each time loop, however, conditions aboard the ship change—neither the size of the crew nor the members' identities remain constant. Trapped in both time and space, Yuuri must figure out how to escape the loops and save humanity from the Gnosia.

[Written by MAL Rewrite]",0,2025,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.19,7.144193214945409,10.853773831668242,3.0,3.091042453358316
61851,https://myanimelist.net/images/anime/1044/152103.webp,Isekai Quartet 3,Third season of Isekai Quartet.,1,2025,7.44,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.906000000000001,7.201474421371404,11.856781800477735,5.0,2.4849066497880004
61209,https://myanimelist.net/images/anime/1363/151886.webp,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,"Oota-kun wears his heart on his sleeve; his face reveals his every thought and emotion. In contrast, Kashiwada-san remains unreadable, as her expression never changes, no matter what happens. Bothered by Kashiwada-san's perpetual expressionlessness, Oota-kun makes it his mission to break through her calm exterior, pulling every prank and trick he can think of—from fake spiders to absurd text messages and everything in between—just to get a reaction.

As Oota-kun's relentless attempts fail to crack Kashiwada-san's perpetual poker face, their exchanges become the daily norm. Unbeknownst to him, however, his antics occasionally succeed in drawing out a subtle smile—not noticing that he has already cracked her defense since the beginning.

[Written by MAL Rewrite]",0,2025,7.05,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.14,6.94704292502326,11.531639264414329,1.0,2.5649493574615367
59484,https://myanimelist.net/images/anime/1618/151138.webp,Kikaijikake no Marie,"Wealthy, handsome, and successful, Arthur Louis Zetes is no stranger to the greed of people. Constantly doubting those around him, he has no faith in humanity; thus, he makes a request for the perfect maid—a robot maid. However, his butler is unable to acquire such a servant due to technological limitations, so he finds the next best substitute.

Marie Evans is a former child prodigy in martial arts known for her lack of expression. Drowning in debt, she readily accepts the offer to be a maid that acts like a robot. While Arthur is often blunt towards humans, he cannot help but dote on his personal robot; in turn, Marie is moved by his drive and consideration toward her.

[Written by MAL Rewrite]",0,2025,6.92,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.115921052631579,6.9119376139770505,12.121038355876909,10.5,2.5649493574615367
58515,https://myanimelist.net/images/anime/1593/155372.webp,Kekkon Yubiwa Monogatari II,Second season of Kekkon Yubiwa Monogatari.,1,2025,6.46,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.415,6.972069803885189,12.155728900178211,4.0,2.6390573296152584
