mal_id,image_url,title,synopsis,is_franchise,year,score,source_LN,source_Manga,source_Original,source_Other,source_VN,genre_Action,genre_Adventure,genre_Comedy,genre_Drama,genre_Fantasy,genre_Gourmet,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sports,genre_Supernatural,genre_Suspense,demo_Shounen,demo_Seinen,demo_Shoujo,demo_Josei,demo_Kids,season_spring,season_summer,season_winter,studio_rep_quality,producer_rep_quality,studio_rep_hype,studio_experience,episodes_log
57433,https://myanimelist.net/images/anime/1823/149858.webp,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,"After surviving the entrance exams, Sakuta Azusagawa has finally enrolled in the same university as his girlfriend, Mai Sakurajima. He is gradually getting used to the unfamiliar environment as he attends student gatherings and makes new acquaintances. Everything seems to be going smoothly until Sakuta's friend and Sweet Bullet idol group member Uzuki Hirokawa begins acting out.

With fellow Sweet Bullet member Nodoka Toyohama pleading for his help, Sakuta realizes that he has stumbled upon another case of the inexplicable Puberty Syndrome—Uzuki is feeling pressured by the sudden surge of popularity and rumors of a potential solo career. While Sakuta searches for a solution, another occurrence of Puberty Syndrome gradually emerges from the shadows.

[Written by MAL Rewrite]",1,2025,8.17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.56875,7.117016970543074,13.323913050089157,32.0,2.6390573296152584
59986,https://myanimelist.net/images/anime/1108/150583.webp,Grand Blue Season 2,"Three months have passed since Iori Kitahara began living above Grand Blue, his uncle's scuba diving shop, and joined his university's Diving Club. Alongside the other members, he has spent his days drinking and recklessly having fun. However, when Iori's sister, Shiori, hears about his behavior, she decides to take matters into her own hands—and bring him back home to make him take over their family's inn.

Despite her best efforts, Shiori temporarily gives up as she sees how Iori has grown attached to Grand Blue and his friends. As Iori and the rest of the Diving Club continue to party like there is no tomorrow, they end up in all kinds of bizarrely amusing situations, still somehow managing to hone their scuba diving skills!

[Written by MAL Rewrite]",1,2025,8.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.115921052631579,7.070825776222762,12.121038355876909,10.5,2.5649493574615367
60732,https://myanimelist.net/images/anime/1383/151072.webp,Mizu Zokusei no Mahoutsukai,"After getting caught up in an accident, Ryou Mihara is reincarnated in the world of Phi as a water magician. Waking up in a remote forest, he sets out to achieve his ideal slow life by living off monsters and refining his magic. Unbeknownst to Ryou, in his second life he has gained the hidden trait ""Eternal Youth.""

One day, Ryou stumbles across a shipwrecked adventurer named Abel. As Abel requests Ryou to accompany him to the town of Lune, they embark on a journey through mountains infested with monsters. Upon arriving at the town and registering as an adventurer, Ryou's powerful water magic and equipment are unlike anything anyone has ever seen before. Although his prowess piques the interest of many, Ryou is eager to begin his own adventure and hone his magic even further!

[Written by MAL Rewrite]",0,2025,7.06,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.624,6.976356443121041,11.39345475599404,5.0,2.5649493574615367
59205,https://myanimelist.net/images/anime/1255/150593.webp,Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha,"Surrounded by four armies of dark beasts, five humanoid races strive to push the known boundaries of the world. Unfortunately, the 13 heroes dispatched to the southern region are easily wiped out by Clevatess, one of the Lords of Dark Beasts. Determined to get revenge against humanity, Clevatess bursts into the capital of the Kingdom of Hiden, leaving a trail of death and destruction behind him.

Although the situation looks desperate, humanity still has a chance to appease Clevatess' anger. Alicia Glenfall, one of the 13 heroes, is revived by Clevatess to help him raise a newborn infant, Luna, whose choices shall shape the fate of the human world. Although reluctant to help the dark beast at first, Alicia understands that Luna is the only thing that stands between humanity and complete annihilation. 

Hiding himself by taking on a human form, Clevatess sets out in search for a wet nurse with Alicia and Luna. With Clevatess unwilling to reveal his identity, it falls on Alicia to slay all enemies that stand in their way. Meanwhile, the neighboring countries prepare to advance on the weakened Hiden, aiming to control the only forge capable of producing the heroes' weapons.

[Written by MAL Rewrite]",0,2025,7.81,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8342857142857145,7.078295274753118,11.960387648349327,7.0,2.5649493574615367
57907,https://myanimelist.net/images/anime/1638/150592.webp,Tate no Yuusha no Nariagari Season 4,"Aiming to protect Raphtalia from the assassins of Q'ten Lo, Naofumi Iwatani travels with his friends to the eastern isolationist kingdom. On his way, Naofumi stops over in Siltvelt, a kingdom built by a former shield hero, where he is revered as a god and is offered a chance to rule the country.

Naofumi is unwilling to accept the position, preferring to continue his journey before the next wave of monsters threatens to destroy the world. Nevertheless, he finds himself embroiled in local political feuds. After he escapes from an assassination attempt, Naofumi decides to confront the leaders of Siltvelt, and this time, he is determined to show that old grudges and petty ambitions are nothing compared to his resolve to save the world.

[Written by MAL Rewrite]",1,2025,6.9,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.070555555555555,6.983785155965661,12.41119297213865,18.0,2.5649493574615367
58811,https://myanimelist.net/images/anime/1474/150666.webp,Tougen Anki,"Long ago, demon-like creatures known as Oni butchered humans and brought on destruction solely for their own delight. A lone man named Momotarou opposed these gruesome, near-invincible monsters, but the war against them was just beginning.

Thousands of years in the future, temperamental gun enthusiast Shiki Ichinose leads a carefree life. However, after his expulsion from school, everything changes. Shiki is suddenly attacked by a man and is rescued by his adoptive father, Tsuyoshi. As the two flee, Tsuyoshi reveals that Shiki is actually a descendant of the Oni, while both he and their pursuer are from the Momotarou lineage.

The two Momotarou soon clash in a fierce battle, and Tsuyoshi sacrifices himself to protect Shiki. Devastated, Shiki awakens to his Oni blood that grants him immense strength at the cost of going berserk. Although the enemy escapes, Naito Mudano, an Oni teacher at Rasetsu Academy, takes an interest in Shiki. Under Mudano's guidance, Shiki must learn to control the Oni blood—if he ever hopes to avenge his father.

[Written by MAL Rewrite]",0,2025,6.86,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.53,7.231943667587663,11.096733024221175,3.0,3.2188758248682006
59095,https://myanimelist.net/images/anime/1154/149614.webp,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season","Prince Lloyd de Saloum—once a commoner who could never grasp magic—is now blessed with inexhaustible mana and has all the time in the world to master it, as he has no claim to the throne. After mastering demonic magic, he sets his sights on the Church to learn the secrets of divine magic that will bring him one step closer to completing his arsenal. However, due to his fondness for unholy magic, he draws the scrutiny of divine beings who see him as little more than a demonic spawn.

[Written by MAL Rewrite]",1,2025,7.61,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.875,7.017645731698909,11.850086749857436,2.0,2.5649493574615367
59130,https://myanimelist.net/images/anime/1782/150383.webp,Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,"Takuto Ira spent his short life confined to a hospital bed, with the civilization-building game Eternal Nations as his only form of entertainment. His favorite faction within the game—Mynoghra—was infamously complex to navigate and skewed toward evil; moreover, he insisted on playing at the highest difficulty.

After his untimely death, Takuto awakens in a world uncannily reminiscent of Eternal Nations. He is reincarnated as the King of Ruin, sovereign of Mynoghra itself. At his side stands Odei no Atou, the default hero unit of his chosen nation. Remembering every battle they fought together, she pledges unwavering loyalty to Takuto once more.

As Takuto begins to build Mynoghra from scratch in this new world, his early-game strategy remains unchanged: lie low, avoid war, and ensure survival at all costs—ironic for an evil ruler meant to conquer the world. When he offers refuge to persecuted Dark Elves fleeing destruction, a fledgling empire born of a darkness the world has yet to understand begins to take shape.

[Written by MAL Rewrite]",0,2025,6.62,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.854166666666667,7.025708450174143,12.079618057909261,12.0,2.6390573296152584
59207,https://myanimelist.net/images/anime/1949/150965.webp,"Mikadono Sanshimai wa Angai, Choroi.","The Mikadono sisters—Miwa, Niko, and Kazuki—stand at the pinnacle of Saika Academy as its Three Royals, renowned respectively as prodigies in shogi, karate, and theater. Unfortunately, they have drifted apart from each other due to their overwhelming dedication to their fields, effectively turning them into strangers living under the same roof.

Enter Yuu Ayase, the son of the late Subaru Ayase, a legendary actress who graduated from Saika. Unlike his mother, Yuu lacks any extraordinary talent whatsoever, much to the disappointment of those who knew her. Still, he transfers to her alma mater with one quiet promise in his heart: to fulfill her final wish that he build a true and happy family.

It just so happens that the Mikadono patriarch is also Subaru's longtime friend and benefactor, and he offers Yuu both a place to stay and a fresh start. Thrust into the lives of three estranged sisters who act cold toward him, Yuu may not be a genius himself, but the clumsy sincerity he brings might be what they all need to start anew.

[Written by MAL Rewrite]",0,2025,7.63,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.227777777777778,7.173080059695994,12.072096074463351,18.0,2.5649493574615367
60326,https://myanimelist.net/images/anime/1887/150496.webp,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)","Seeing everyone else enjoying their youth, socially anxious Renako Amaori is dead set on becoming an extroverted girl. Despite her reclusive past, she changes her appearance, practices conversation, and enrolls in a high school free of anyone that would know her. While she is quickly able to befriend the famous model Mai Ouzuka, after Renako joins her friend group, she realizes pretending to be a completely different person is no easy feat.

Soon, Renako and Mai have a heart-to-heart and share their troubles with each other. After the sincere discussion, Renako truly believes they could become best friends. The very next day, however, the unthinkable happens—Mai confesses her love to Renako! Although Renako is not interested in dating, Mai insists the two begin hanging out alternately as friends and a couple, while figuring out which type of relationship suits them better.

Determined to create a blissful friendship, Renako tries her best to convince the stubborn Mai. However, Renako herself might have a change of heart as Mai's advances continue to get bolder.

[Written by MAL Rewrite]",0,2025,7.71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3325,7.204705336035123,12.620062150839416,4.0,2.5649493574615367
59277,https://myanimelist.net/images/anime/1071/150808.webp,"Kanojo, Okarishimasu 4th Season","After the success of his crowdfunded movie featuring the woman of his dreams, Chizuru Ichinose, university student Kazuya Kinoshita resumes his life of lies and deception. Although he pretends that he has been in an ideal relationship with Chizuru for more than a year, Kazuya still mostly sees her through a rental girlfriend company's services.

However, after Kazuya attends a private party with Chizuru, he reaches the decision to finally confess his feelings to her. Unfortunately for him, his trial girlfriend Ruka Sarashina and his ex-girlfriend Mami Nanami continue to complicate his already messy attempts at romance. While he is forced to keep up his facade, Kazuya is under pressure to find a solution to his ever chaotic love life.

[Written by MAL Rewrite]",1,2025,6.16,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.158125,7.105543184276956,12.722620895044185,32.0,2.5649493574615367
59424,https://myanimelist.net/images/anime/1072/149889.webp,"Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru","As a white mage, Lloyd is constantly looked down on by the hero party's arrogant leader, Allen, who eventually expels him on a whim. Despite being the former student of a legendary mage, Lloyd wanders the city helplessly for days, unable to find a new party in need of a supporting member.

However, Lloyd's fate takes an unexpected turn when Yui, the leader of a S-rank group of adventurers, pleads with him to join her party on a mission dear to Yui's heart. Although Lloyd keeps downplaying his abilities, he eventually accepts Yui's aggressive offer. Warmly welcomed by his new allies, Lloyd may have just found the perfect place where his magical prowess will be rightfully valued.

[Written by MAL Rewrite]",0,2025,6.13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.237777777777778,6.892271587567236,11.92065837005226,9.0,2.5649493574615367
59791,https://myanimelist.net/images/anime/1431/148742.webp,Ruri no Houseki,"While shopping, high school student Ruri Tanigawa is captivated by a crystal necklace. Due to its high price, she can only dream of owning one—until her mother tells her about a mountainous area where Ruri's grandfather used to discover numerous minerals. As she makes her way to the location in the hope of finding materials to make her own accessories, Ruri meets Nagi Arato, a graduate student, who gladly shows her the way.

Soon, Ruri is left smitten when they arrive at an enormous quartz formation. More motivated than ever, she convinces Nagi to teach her more about mineralogy. With each new discovery and Nagi's lessons deepening her love, Ruri learns that there is more to minerals than just their price.

[Written by MAL Rewrite]",0,2025,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.046666666666667,7.149054586231713,13.466141952846035,6.0,2.6390573296152584
59898,https://myanimelist.net/images/anime/1829/145678.webp,City The Animation,"Aimless daydreaming in high school is an ordinary part of growing up. But once graduation comes, suddenly there are bills to pay and a higher education to tackle. Even so, Midori Nagumo never quite stopped dreaming—even after entering college—as she still wants to have fun while ignoring her responsibilities. Contrasting Midori's recklessness is her supposed best friend Niikura, who is the complete opposite of Midori and has a goal of becoming a photographer after college.

However, Niikura is often pulled into Midori's schemes, which leads them to meet Wako Izumi, a tenacious, yet airheaded classmate who is always taking pictures of things she finds fun. The trio ends up living together in the same apartment and attempt to navigate their lives in the city of City, where unexpected and out-of-the-ordinary things occur daily.

[Written by MAL Rewrite]",0,2025,8.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.17,7.206305735565878,13.169227243006954,6.0,2.6390573296152584
52293,https://myanimelist.net/images/anime/1180/150596.webp,New Panty & Stocking with Garterbelt,"Panty and Stocking Anarchy, the angel twin sisters, have even more ghosts to exorcize in Daten City, thanks to the failed opening of the Hell Gate. They must continue their ghost hunt alongside their longtime rivals, the sisters Scanty and Kneesocks Demon, who must earn Hell Coins to return to Hell. On top of that, the Demon sisters are staying at the church with Garterbelt, the priest in charge of the Anarchy sisters. These two polar opposite duos will have to set aside their differences if they wish to collect enough Heaven and Hell Coins to complete their mission and return to their respective realms.

[Written by MAL Rewrite]",1,2025,7.9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.542,7.2582983519900495,13.38895530806875,5.0,2.6390573296152584
53397,https://myanimelist.net/images/anime/1170/147753.webp,Tsuyokute New Saga,"Humanity and demonkind have been on bad terms for millennia, resulting in the continent of Leunders being split in two. Although the situation has stabilized between the races, the fragile peace breaks when the new demon king launches a fierce all-out attack. With all of the non-demon nations falling to the violence in under a year, humanity's hope rests in a special squad, led by swordsman Kyle Leonard, that must assassinate the demon king in order to bring an end to the war.

During the dangerous mission, Kyle ends up in a clash with the demon king that brings him to the brink of death. As Kyle realizes he has lost everything he wanted to protect, a mysterious gem transports him back in time before the conflict even started! Now with knowledge of future events and a strong desire to save his loved ones, Kyle sets out to become even stronger to prevent the extinction of humanity.

[Written by MAL Rewrite]",0,2025,6.57,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.917897135416666,6.932484758037998,12.255179069827948,0.0,2.5649493574615367
59402,https://myanimelist.net/images/anime/1551/150517.webp,Kakkou no Iinazuke Season 2,"A lot has happened for Nagi Umino and Erika Amano: they were swapped at birth, learned of their engagement, and have started living under the same roof. The two now share their home with Nagi's sister, Sachi, and his crush, Hiro Segawa. Despite this unusual domestic situation and frequent quarreling, the group is beginning to settle into a life together.

However, the return of Nagi's childhood friend Ai Mochizuki to Japan complicates things. Ai suddenly declares her intention to marry Nagi, and although he turns her down, she is committed to having him all to herself. Now with four girls around, each with their own thoughts about him, Nagi must figure out his own feelings and the best way forward.

[Written by MAL Rewrite]",1,2025,6.72,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.77375,6.891768151804066,12.400832154302377,8.0,2.5649493574615367
56693,https://myanimelist.net/images/anime/1502/150545.webp,Watari-kun no xx ga Houkai Sunzen,"The daily life of high school student Naoto Watari revolves around his little sister Suzushiro. As their parents passed away two years prior, the siblings have been passed from one relative to another, resulting in Naoto taking the most responsibility for her. Although things have not been easy for the two, Naoto is now content with living at their aunt's place.

This newfound peace is suddenly turned on its head when Satsuki Tachibana enrolls at Naoto's school. The two used to be good friends, but after Satsuki completely destroyed his family's garden, she disappeared from Naoto's life. Despite what happened, Satsuki seems to be making advances toward Naoto now that they have reconnected. Coupled with other people around him that harbor secrets, Naoto's desire for an idyllic life may be at jeopardy.

[Written by MAL Rewrite]",0,2025,6.71,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.415,6.980594711693685,12.155728900178211,4.0,3.295836866004329
60523,https://myanimelist.net/images/anime/1313/149355.webp,Tsuihousha Shokudou e Youkoso!,"Thrown out of the Silver Wings Battalion—one of the strongest guilds—Dennis is presented with the opportunity to fulfill his dream: opening a restaurant and putting his level 99 cooking skills to use. While setting up his new business, Dennis stumbles across a young enslaved girl named Atelier, seemingly of noble lineage. Reminded of his own past, he decides to free Atelier and hire her as a server.

As the restaurant opens its doors to first guests, Dennis and Atelier begin encountering more outcasts like themselves, all looking to talk about their personal problems over plates of delicious food. Unable to resist helping someone in need, Dennis goes out of his way to help with his customers' issues, whether it be with his incredible combat skills or unmatched cooking prowess.

[Written by MAL Rewrite]",0,2025,6.98,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.930833333333334,7.018519461685658,11.552953064041954,60.0,2.5649493574615367
59421,https://myanimelist.net/images/anime/1518/149900.webp,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,"The Shaderan family has fallen on hard times, and the avaricious and callous baron and baroness will stop at nothing to regain status. They favor their beautiful daughter Anastasia, hoping to marry her into wealth, while they treat the second daughter, Marie, no better than a servant. Years of abuse have convinced Marie that she is truly undeserving of love and attention.

On Marie's birthday—used as a ploy to showcase Anastasia—Marie meets Count Kyros Granado, who is immediately charmed by Marie and her knowledge of his culture. Believing Anastasia to be the one he fell for, Kyros proposes via letter. But Anastasia tragically dies on her way to marry him. Forced to take Anastasia's place, Marie becomes Kyros' fiancée, just as he originally intended. Although Marie terribly lacks confidence, Kyros gently helps her find her worth, awakening her to her own beauty and the true meaning of being loved.

[Written by MAL Rewrite]",0,2025,7.37,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.1,6.874255908465081,11.285535410008588,1.0,2.5649493574615367
