mal_id,image_url,title,synopsis,source,genres,demographics,is_franchise,members,episodes,year,season,producer_id,studio_id,score
59267,https://myanimelist.net/images/anime/1364/151767.webp,Sanda,"In a future where children are few and regarded as Japan's most valuable assets, Christmas has become a mere legend of the past. For the students of Daikoku Welfare Academy—a boarding school where they are educated, protected, and monitored—the mythical Santa Claus is a forgotten character of fiction. For the adults, Santa Claus is a very real menace that needs to be neutralized by the Saint Nick Pursuit Unit in case he makes an appearance.

Shiori Fuyumura, a student of Daikoku Welfare Academy, is determined to find her best friend, Ichie Ono, who has been declared dead after being missing for six months. One morning, Fuyumura summons her fellow class representative, Kazushige Sanda, only to attack the unknowing boy. She is convinced that Sanda is the descendant of the infamous Santa Claus—the only person who can make her wish of finding Ono come true—and is determined to force out his dormant true self by any means necessary.

[Written by MAL Rewrite]",Manga,"['Action', 'Mystery']",['Shounen'],0,105632,12,2025,fall,"[53, 143, 577, 1373]",[1591],7.45
56854,https://myanimelist.net/images/anime/1721/151097.webp,Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,"In a ritual, the Goddess bestows upon 10-year-old children a ""class"" that shapes their entire future. As the son of the legendary Sword Princess Fara and Archmage Leon—two of the highest-ranked individuals in their respective classes—Arel seemed destined for greatness. Unfortunately, he is branded as classless and thus unable to naturally inherit any kind of specific skill.

However, Arel soon discovers that he can replicate the abilities of any class he desires—though doing so demands significantly more effort than it does for the naturally gifted. Eager to test his unprecedented skills even more by finding stronger opponents, Arel sets out to defy the limits imposed upon him and prove that perseverance can surpass even divinely appointed talent.

[Written by MAL Rewrite]",Light novel,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[],0,93565,12,2025,fall,"[315, 843, 925, 1334, 1492, 1996, 2017, 2228]",[1209],6.26
59517,https://myanimelist.net/images/anime/1015/151233.webp,Chitose-kun wa Ramune Bin no Naka,"Saku Chitose appears to lead an enviable high school life. Extraordinarily charismatic, tremendously confident, and effortlessly friendly, he is the kind of person others naturally look up to. But his popularity carries its own burdens; not everyone views him kindly, and whispers of cynicism follow wherever he shines too brightly. To Saku, living an ugly life is worse than death—a belief that drives his need to maintain his perfect reputation.

At the start of his second year, Saku's homeroom teacher asks him to help bring back a classmate who has stopped attending school. Initially hoping to resolve the matter quickly, Saku finds out that the shut-in Kenta Yamazaki harbors open contempt for him and everything he represents. A simple favor instead exposes the distance between those who live within the social light and those who were never given a chance to shine.

Surrounded by the expectant gazes of those who both admire and despise him, Saku treads the delicate line between sincerity and performance—searching for what it truly means to live beautifully in a world that sees only the surface.

[Written by MAL Rewrite]",Light novel,"['Comedy', 'Romance']",[],0,85600,13,2025,fall,"[58, 238, 719, 1211, 1261, 1416, 1430, 1551, 1696, 1779, 1899, 2903, 3103]",[91],7.44
60619,https://myanimelist.net/images/anime/1651/152063.webp,Nageki no Bourei wa Intai shitai Part 2,"Despite being one of Zebrudia's few level 8 treasure hunters and the leader of the capital's top party, Grieving Souls, Krai Andrey does not deserve his prominent reputation. Everything he says somehow turns prophetic, which convinces everyone around him that he possesses unfathomable wisdom regardless of his utter incompetence. Krai knows his success is only a series of coincidences, but the weight of those expectations grows heavier as time goes by. Unfortunately, as the other members of the Grieving Souls continue to shock the world with their achievements, Krai's wish for a peaceful retirement drifts ever further out of reach.

[Written by MAL Rewrite]",Light novel,"['Action', 'Adventure', 'Fantasy']",[],1,83830,11,2025,fall,"[1211, 1284, 1680, 1896, 2289, 2671]",[1379],7.51
61917,https://myanimelist.net/images/anime/1294/151734.webp,Towa no Yuugure,"In an era trembling on the edge of an AI revolution, Towasa Oumagi stands out as a prodigy. Her adopted brother, Akira Himegami, is one of the few who understands the heart behind her code and stands unwaveringly by her side against the prejudice she often faces as an AI pioneer. During a shareholders meeting meant to unveil a breakthrough that could reshape humanity, chaos erupts when a shooter guns down Towasa and Akira in rejection of their ideals.

With the attack being his last memory, Akira opens his eyes, only to realize centuries have passed. He finds himself in a deserted laboratory among a city in ruins, with no idea what became of Towasa or the world. A father and daughter find him and take him into their modest home, where he is shocked to discover that civilization has regressed.

His peaceful days are shattered when he is captured by OWEL, a global organization that now governs the world and controls access to knowledge from the old era. When his captors decide to execute him, a mysterious figure appears and lays waste to the entire squadron with her terrifying inhuman abilities. After rescuing him, she introduces herself as Yuugure—an android—and asks Akira to marry her. If things were not already unbelievable, Yuugure's face is a perfect reflection of Towasa's.

[Written by MAL Rewrite]",Original,"['Romance', 'Sci-Fi']",[],1,78960,12,2025,fall,"[135, 143, 166, 1856, 2045, 2680]",[132],6.56
60168,https://myanimelist.net/images/anime/1191/152368.webp,"Watashi wo Tabetai, Hitodenashi","After an accident sent her family to their deaths in the ocean, Hinako Yaotose keeps returning to the thought of sinking forever into the sea herself. With Miko Yashiro as her only friend, Hinako manages to keep up a semi-happy facade, but whenever Miko leaves her side, she slips into despair. Everything changes one summer when she meets a mysterious girl with eyes as deep and clear as the sea, drawing Hinako in like nothing else has in a long time.

During her absent-minded search for the girl, Hinako is suddenly pulled underwater by a beastly deep-sea creature, only to awaken to the presence of the girl—Shiori Oumi—who takes on a monstrous form and kills Hinako's attacker. Despite this heroic act, Shiori's intentions are no different from any other monster's: she wants to eat Hinako.

The following morning, Shiori walks into Hinako's class as a transfer student, and Hinako cannot help but smile—at last, someone who could fulfill her quiet wish for death has appeared before her.

[Written by MAL Rewrite]",Manga,"['Drama', 'Girls Love', 'Supernatural']",['Seinen'],0,77820,13,2025,fall,"[141, 144, 238, 719, 1211, 1386, 1551, 1680, 1696, 1986]",[1813],7.46
60564,https://myanimelist.net/images/anime/1011/152084.webp,Ranma ½ (2024) 2nd Season,"Things have been lively ever since Ranma Saotome took up residence in the Tendou household. He still turns into a girl whenever doused with cold water, but that has not stopped his unrelenting martial arts training and meeting countless new individuals. Moreover, Ranma and his fiancée, Akane Tendou, have grown closer despite their rocky start and constant quarreling.

However, some people are not pleased with Ranma and Akane's engagement. A Chinese girl, Shampoo, is set on marrying Ranma, while he is also targeted by other men infatuated with Akane, who resort to anything to defeat him. Nevertheless, Ranma is determined to take on any challenger while navigating through his chaotic life with Akane.

[Written by MAL Rewrite]",Manga,"['Action', 'Comedy', 'Romance', 'Ecchi']",['Shounen'],1,76679,12,2025,fall,"[62, 474, 1003, 1430, 1856]",[569],7.74
61174,https://myanimelist.net/images/anime/1289/151136.webp,Sozai Saishuka no Isekai Ryokouki,"Living in constant monotone, Takeru Kamishiro longs for a change in his life. His wish is seemingly granted when a god reincarnates him in Madeus, a world trapped in a cycle of collapse. Hoping that Takeru's presence might finally save the world, the god grants him invaluable gifts: a new body with potent magic, a bottomless bag, and a skill that allows him to locate and appraise materials and treasures.

Thrust into a new adventure, Takeru begins his new life exploring freely and collecting valuables to sell. However, as he journeys alongside a newly hatched dragon, his quiet actions start to send ripples across the world—subtly changing its future toward the unseen.

[Written by MAL Rewrite]",Light novel,"['Adventure', 'Fantasy']",[],0,75346,12,2025,fall,"[79, 82, 1041, 1468, 1583, 1786, 2592]","[103, 118]",6.12
61276,https://myanimelist.net/images/anime/1732/153360.webp,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezasu","""This party doesn't need an incompetent magician who can only use supportive magic. You're fired, Alec Ygret.""

Suddenly, Alec, a court magician who had joined the crown prince's party to help him conquer dungeons—was banished from the party. And not just the party, but the crown prince's harassment has banished him from the royal palace as well, and a friend from the ""magic academy"" approached Alec, who was at his wit's end.

""Hey, Alec. Do you want to try to conquer the dungeon with us again?""

And so, together with the friends he used to party with, Alec begins his second journey in life. This is the adventure story of a former court magician who had been abandoned.

Four years ago, the ""Lasting Period,"" a party of four that had been called ""legendary,"" has gradually spread its name around the world.

(Source: Kodansha, translated)",Light novel,"['Action', 'Adventure', 'Fantasy']",[],0,74180,12,2025,fall,"[55, 159, 1422, 1468, 1600, 2741]",[2554],6.33
60531,https://myanimelist.net/images/anime/1257/152233.webp,Bukiyou na Senpai.,"Azusa Kannawa, ace of the publicity department, is known for her unmatched reliability. Her coworkers, on the other hand, find her no-nonsense demeanor intimidating. Yet, unbeknownst to them, a socially awkward woman hides underneath the facade, simply struggling with casual communication and masking it with a strong attitude. However, her mask begins to crack when a promising rookie, Yuu Kamegawa, joins the team and Azusa gets assigned as his mentor.

Determined to guide Kamegawa just like how her senior once trained her, Kannawa puts utmost effort into showing him the ropes. But as they grow closer, she slowly lowers her guard, gradually revealing that the seemingly rigid department ace might actually be far kinder than anyone initially thought.

[Written by MAL Rewrite]",Manga,"['Comedy', 'Romance']",['Seinen'],0,69698,12,2025,fall,"[58, 460, 517, 1211, 1344, 1551, 1680, 1986, 2074, 2751]",[1521],7.05
60162,https://myanimelist.net/images/anime/1264/152012.webp,Akujiki Reijou to Kyouketsu Koushaku,"Melphiera Marchalrayd, the daughter of a count, dedicates her time to researching the culinary possibilities of monster meat—a peculiar endeavor started by her late mother. By teaching the people of the Marchalrayd lands to prepare such exotic ingredients, Melphiera hopes to help stave off famine. Unfortunately, her unique tastes and intimate knowledge of monsters have led to her social isolation: few nobles interact with her willingly, disdainfully calling her the ""Voracious Villainess.""

When a monster attack erupts at a royal banquet—where Melphiera has been sent to find a husband—Aristide Rogier du Galbraith, the younger brother of the crown prince, leaps to her aid. Due to his terrifying skill in slaying monsters, Aristide has earned the title of ""Blood-Man Duke."" Charmed by Melphiera's fearlessness and intriguing culinary prowess, Aristide  soon declares his intent to propose.

Together, Melphiera and Aristide, high society's most eccentric couple, strive to see beyond the cruel rumors and encourage each other's fascination with monsters and the art of preparing them.

[Written by MAL Rewrite]",Web manga,"['Fantasy', 'Gourmet', 'Romance']",[],0,68442,12,2025,fall,"[145, 159, 166, 460, 1041, 1416, 1468, 1585]",[406],7.12
60254,https://myanimelist.net/images/anime/1388/152332.webp,Yano-kun no Futsuu no Hibi,"For as long as he can remember, the klutzy Tsuyoshi Yano has been prone to injury. Constantly showing up to school with fresh scrapes and bruises, he has long become accustomed to the pain and to the sight of his face covered in bandages. However, Yano's days begin to change for the better when he is transferred to a new class and meets Kiyoko Yoshida, the class president known for her reliability and kindheartedness.

Through Yoshida's efforts to learn more about him, Yano starts to experience the kind of high school life he has always wished for—one filled with laughter and camaraderie. Between casual conversations and countless small accidents, the two gradually grow closer, and their relationship may bloom into something more than just friendship.

[Written by MAL Rewrite]",Web manga,"['Comedy', 'Romance']",[],0,64589,12,2025,fall,"[166, 238, 460, 517, 1003, 1416, 1418, 1986, 2074, 2431, 2751, 3206]",[30],7.31
61930,https://myanimelist.net/images/anime/1120/152280.webp,Uma Musume: Cinderella Gray Part 2,"Ever since horse girl Oguri Cap left the small town of Kasamatsu to chase greater heights in Tokyo, she has rapidly gained attention with her remarkable results. Her goal to become the best horse girl in Japan seems within reach, but there is a rival in her way—another running prodigy named Tamamo Cross.

However, Tamamo is not the only threat to Oguri: several world-class racers from overseas are joining the Japan Cup, pushing the renowned race's competition to unprecedented levels. With the support from the people close to her and her intense desire to win, Oguri will do anything to conquer the Japan Cup and continue sprinting for the top.

[Written by MAL Rewrite]",Manga,"['Drama', 'Sports']",['Seinen'],1,63392,10,2025,fall,"[145, 1397, 1587, 2074, 2751]",[1893],8.68
57888,https://myanimelist.net/images/anime/1811/151799.webp,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","After a long time of absence, Tenbahl's hero, Rovel Vankreift, finally returns home from the Spirit Realm—alive—but forever changed. Ten years ago, after being grievously wounded due to a massive battle against a horde of monsters, he was saved by Origin, the Queen of Spirits. Through her intervention, Rovel was healed by becoming half-spirit, and soon after, the two were wed. From their union, Ellen was born, a brilliant child who inherited her mother's ethereal power and her father's enduring humanity.

In truth, Ellen's genius stems from memories of a past life in Japan, where she once lived as a devoted chemist. Using her extensive understanding of the periodic table and all elemental permutations, she commands the very building blocks of matter itself, turning anything into everything she desires. Unfortunately, this means that any revelation of her existence could easily draw the attention of those who may want to exploit her and undoubtedly upend the fragile balance between the human and spirit realms.

As Rovel resumes his duties as a noble, Ellen gradually becomes exposed to the dangers that lie ahead. With her growing powers attracting admiration and malice alike, the young reincarnator must learn what it truly means to be the child of two worlds and potentially be the catalyst toward uniting both.

[Written by MAL Rewrite]",Light novel,['Fantasy'],[],0,61938,12,2025,fall,"[29, 306, 323, 460, 1414, 1696]",[7],6.64
61159,https://myanimelist.net/images/anime/1455/152139.webp,Toujima Tanzaburou wa Kamen Rider ni Naritai,"Tanzaburou Toujima has spent his entire life chasing a dream: to become Kamen Rider. Now, at 40, reality has nearly caught up with him, and he's on the verge of letting go of his childhood fantasy.

That is, until he gets caught up in a crime wave led by the ""Fake Shocker"" gang—turning his long-time dream into something far more dangerous.

What starts as a pretend hero's journey quickly becomes something real. The ultimate Kamen Rider fantasy is about to begin!

(Source: MAL News)",Manga,"['Action', 'Comedy']",['Seinen'],0,61556,24,2025,fall,"[17, 719, 1211, 1468, 1653]",[839],7.81
60427,https://myanimelist.net/images/anime/1257/152352.webp,Gnosia,"Saddled with amnesia, Yuuri awakens on an interstellar cruiser drifting through space. Unfortunately, a lack of memories is the least of Yuuri's problems. Among the four other crew members is a Gnosia: a Gnos infectee whose goal is the eradication of humanity. The Gnosia appears human in all other respects, so the uninfected have little choice but to vote on whom they suspect to be the enemy, hoping to neutralize the Gnosia by putting them into cold sleep. If the Gnosia survives the vote, they will eliminate one crew member during the cruiser's following warp, when only the Gnosia remains conscious.

Voting quickly proves to be an unreliable strategy, and Yuuri is left one-on-one with the Gnosia. Just when all hope seems lost, time seemingly loops back to when Yuuri first awakened. With each time loop, however, conditions aboard the ship change—neither the size of the crew nor the members' identities remain constant. Trapped in both time and space, Yuuri must figure out how to escape the loops and save humanity from the Gnosia.

[Written by MAL Rewrite]",Game,"['Sci-Fi', 'Suspense']",[],0,51272,21,2025,fall,"[17, 166, 719, 1211, 1416]",[1380],7.86
61851,https://myanimelist.net/images/anime/1044/152103.webp,Isekai Quartet 3,Third season of Isekai Quartet.,Original,"['Comedy', 'Fantasy']",[],1,49413,11,2025,fall,"[306, 1696]",[443],7.44
61209,https://myanimelist.net/images/anime/1363/151886.webp,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,"Oota-kun wears his heart on his sleeve; his face reveals his every thought and emotion. In contrast, Kashiwada-san remains unreadable, as her expression never changes, no matter what happens. Bothered by Kashiwada-san's perpetual expressionlessness, Oota-kun makes it his mission to break through her calm exterior, pulling every prank and trick he can think of—from fake spiders to absurd text messages and everything in between—just to get a reaction.

As Oota-kun's relentless attempts fail to crack Kashiwada-san's perpetual poker face, their exchanges become the daily norm. Unbeknownst to him, however, his antics occasionally succeed in drawing out a subtle smile—not noticing that he has already cracked her defense since the beginning.

[Written by MAL Rewrite]",Web manga,"['Comedy', 'Romance']",[],0,48988,12,2025,fall,"[166, 460, 1113, 1211, 1412, 1416, 1696, 2228, 2840]",[2828],7.05
59484,https://myanimelist.net/images/anime/1618/151138.webp,Kikaijikake no Marie,"Wealthy, handsome, and successful, Arthur Louis Zetes is no stranger to the greed of people. Constantly doubting those around him, he has no faith in humanity; thus, he makes a request for the perfect maid—a robot maid. However, his butler is unable to acquire such a servant due to technological limitations, so he finds the next best substitute.

Marie Evans is a former child prodigy in martial arts known for her lack of expression. Drowning in debt, she readily accepts the offer to be a maid that acts like a robot. While Arthur is often blunt towards humans, he cannot help but dote on his personal robot; in turn, Marie is moved by his drive and consideration toward her.

[Written by MAL Rewrite]",Manga,"['Comedy', 'Romance']",['Shoujo'],0,46433,12,2025,fall,"[62, 144, 148, 460, 843, 1401, 1492, 1651, 3211]","[1379, 2527]",6.92
58515,https://myanimelist.net/images/anime/1593/155372.webp,Kekkon Yubiwa Monogatari II,Second season of Kekkon Yubiwa Monogatari.,Manga,"['Action', 'Fantasy', 'Romance', 'Ecchi']",['Seinen'],1,46237,13,2025,fall,"[58, 141, 144, 238, 460, 719, 1333, 1416, 1883, 2228]",[2405],6.46
54757,https://myanimelist.net/images/anime/1823/154120.webp,3-nen Z-gumi Ginpachi-sensei,"Class 3-Z of Gintama High School—led by teacher Ginpachi Sakata—is known for its eccentric students who have a difficult time with their studies. Moreover, Ginpachi and his students often run into trouble with the school's demanding principal and the class' feared delinquents, who have returned from a suspension.

Despite all the chaos and Ginpachi's idle attitude toward teaching, his students still dearly respect him. Although constantly derailed from their studies, Ginpachi and his zany class always find a way to keep their school days entertaining.

[Written by MAL Rewrite]",Light novel,['Comedy'],['Shounen'],0,45723,12,2025,fall,"[16, 17, 53, 643, 1365, 1406]",[1258],7.65
58146,https://myanimelist.net/images/anime/1347/150603.webp,Tensei Akujo no Kuro Rekishi,"Konoha Satou has a dark history. After all, she spent her teen years writing self-indulgent fantasy romance fics-like her Dark History. But since she's become its most despicable villainess, remembering every last detail is now a matter of life-and-death. Having avoided the first couple of death flags, Satou's suddenly left in the dark when a mysterious stranger returns from the Lily Kingdom-a character she doesn't recall writing in the original script. Although Yomi claims to be her ally, can Satou really trust a character she knows nothing about in such a dangerous world?

(Source: Yen Press)",Manga,"['Comedy', 'Fantasy', 'Romance']",['Shoujo'],0,44860,12,2025,fall,"[16, 82, 148, 213, 460, 1185, 1416, 1590, 2999, 3063]",[37],6.73
60969,https://myanimelist.net/images/anime/1475/152176.webp,Taiyou yori mo Mabushii Hoshi,"Sae Iwata was never cute or dainty like the other girls, and due to her build and strength, she always felt the need to look after her delicate childhood friend and crush, Kouki Kamishiro. But as years passed, Kouki grew taller and more confident, which resulted in them drifting apart.

Toward the end of middle school, Sae reconnects with Kouki. Seeing that Kouki is still the sweet boy she once knew, she realizes that her dormant feelings for him have resurfaced. She tries her best to suppress her emotions—but it becomes even more difficult as, come high school, they end up in the same class. Ignoring her deepening feelings may seem like a fool's errand, but this boy that shines brighter than the sun may just prove to be her destiny.

[Written by MAL Rewrite]",Manga,['Romance'],['Shoujo'],0,42817,12,2025,fall,"[145, 166, 315, 1397, 1585, 1986, 1996, 2111]",[1997],7.33
